value,proposed,result
46348, 9269.6, 0
46544, 13963.2, 0
4438, 887.6, 0
20347, 6104.1, 0
47617, 33331.9, 1
5313, 1062.6, 0
76846, 46107.6, 0
98068, 39227.2, 0
41538, 29076.6, 1
61081, 42756.7, 1
13985, 4195.5, 0
62340, 31170.0, 1
23668, 11834.0, 0
75157, 15031.4, 0
43651, 13095.3, 0
52230, 31338.0, 0
43725, 13117.5, 0
85517, 17103.4, 0
99439, 19887.8, 0
40005, 12001.5, 0
69376, 48563.2, 1
23690, 7107.0, 0
97487, 58492.2, 0
96567, 28970.1, 0
64514, 19354.2, 0
6200, 1860.0, 0
40309, 24185.4, 0
61756, 37053.6, 1
44799, 13439.7, 0
13502, 2700.4, 0
56714, 34028.4, 0
9307, 2792.1, 0
60213, 42149.1, 1
33976, 20385.6, 1
60723, 36433.8, 0
17312, 5193.6, 0
71483, 14296.6, 1
50871, 15261.3, 0
17510, 3502.0, 0
33260, 6652.0, 0
56260, 28130.0, 0
66262, 46383.4, 0
85084, 34033.6, 0
46692, 14007.6, 0
43243, 25945.8, 0
89139, 17827.8, 0
4635, 927.0, 0
85201, 34080.4, 0
53912, 16173.6, 0
15958, 9574.8, 1
41178, 12353.4, 0
67836, 47485.2, 1
58289, 17486.7, 0
84903, 25470.9, 0
26672, 5334.4, 0
2149, 429.8, 0
20806, 12483.6, 0
30820, 15410.0, 0
11978, 3593.4, 0
30637, 15318.5, 0
43096, 17238.4, 0
14825, 5930.0, 0
92577, 27773.1, 0
84133, 16826.6, 0
90600, 27180.0, 0
9408, 6585.6, 1
86265, 25879.5, 0
68656, 20596.8, 0
29438, 8831.4, 1
12888, 3866.4, 0
74521, 22356.3, 0
9671, 4835.5, 1
13565, 4069.5, 0
4525, 1357.5, 0
94761, 28428.3, 0
88081, 17616.2, 0
85660, 25698.0, 0
96933, 29079.9, 0
90185, 27055.5, 1
60765, 12153.0, 0
53851, 26925.5, 0
59823, 23929.2, 1
63901, 31950.5, 0
35805, 25063.5, 0
44245, 8849.0, 0
27282, 13641.0, 1
30825, 21577.5, 0
12828, 6414.0, 0
45079, 9015.8, 0
21029, 6308.7, 0
4957, 1487.1, 1
90906, 27271.8, 0
35291, 14116.4, 0
66045, 13209.0, 1
66517, 19955.1, 0
1277, 766.2, 0
76925, 23077.5, 1
44135, 13240.5, 0
18506, 3701.2, 0
13536, 5414.4, 0
19887, 5966.1, 1
10514, 3154.2, 1
93677, 18735.4, 0
94640, 28392.0, 0
9644, 2893.2, 0
88698, 44349.0, 1
99516, 49758.0, 0
68159, 20447.7, 1
77903, 15580.6, 0
5081, 1524.3, 0
73577, 14715.4, 1
82718, 24815.4, 0
30476, 9142.8, 1
7612, 4567.2, 0
16891, 5067.3, 0
48687, 9737.4, 0
94364, 66054.8, 1
63300, 18990.0, 0
42680, 29876.0, 1
31543, 9462.9, 1
78010, 23403.0, 1
44259, 8851.8, 0
21109, 6332.7, 0
17773, 7109.2, 0
49472, 14841.6, 0
94486, 28345.8, 0
43166, 8633.2, 0
65555, 13111.0, 0
42825, 8565.0, 0
44901, 13470.3, 0
5689, 2844.5, 1
24823, 7446.9, 0
14889, 4466.7, 0
97541, 58524.6, 0
16930, 5079.0, 0
72738, 36369.0, 0
59136, 41395.2, 1
76520, 22956.0, 0
12933, 3879.9, 0
49880, 9976.0, 0
74661, 22398.3, 1
97254, 19450.8, 0
18763, 7505.2, 1
72009, 21602.7, 0
54584, 10916.8, 0
41813, 8362.6, 0
27834, 8350.2, 0
2145, 643.5, 0
28057, 8417.1, 0
2079, 623.7, 0
96954, 38781.6, 0
31618, 22132.6, 1
59218, 17765.4, 0
5354, 1070.8, 0
72215, 14443.0, 0
73710, 29484.0, 1
48657, 14597.1, 0
5789, 1157.8, 0
73854, 29541.6, 0
86435, 17287.0, 0
69961, 20988.3, 0
29462, 5892.4, 0
45037, 13511.1, 0
86099, 51659.4, 0
92605, 37042.0, 0
11942, 4776.8, 0
31326, 6265.2, 0
59291, 17787.3, 0
28874, 17324.4, 1
9121, 6384.7, 1
65434, 19630.2, 0
82879, 33151.6, 0
37807, 26464.9, 1
15398, 4619.4, 0
82436, 24730.8, 0
14815, 5926.0, 1
71433, 35716.5, 0
15877, 7938.5, 0
67990, 40794.0, 0
71585, 28634.0, 0
21829, 10914.5, 0
93805, 28141.5, 0
79292, 23787.6, 0
54231, 10846.2, 0
20703, 10351.5, 1
42291, 16916.4, 0
77250, 23175.0, 1
45940, 27564.0, 0
58017, 17405.1, 0
63765, 19129.5, 0
18870, 3774.0, 0
46489, 27893.4, 0
23903, 4780.6, 0
50782, 15234.6, 0
26507, 15904.2, 0
65743, 13148.6, 0
94995, 56997.0, 1
64909, 12981.8, 0
35633, 10689.9, 0
9012, 2703.6, 0
60604, 12120.8, 1
90108, 27032.4, 0
65798, 13159.6, 0
60030, 24012.0, 0
2107, 1474.9, 1
54353, 27176.5, 1
7815, 4689.0, 0
13403, 4020.9, 0
61084, 24433.6, 0
51894, 36325.8, 0
17463, 8731.5, 0
68860, 34430.0, 0
53740, 32244.0, 0
4926, 3448.2, 1
56676, 28338.0, 0
84469, 59128.3, 1
47464, 9492.8, 0
58997, 11799.4, 0
44914, 26948.4, 0
92913, 27873.9, 0
87823, 26346.9, 0
51234, 15370.2, 0
44426, 22213.0, 0
57268, 11453.6, 0
9953, 4976.5, 0
41310, 28917.0, 1
73583, 36791.5, 1
19882, 5964.6, 0
13035, 3910.5, 0
94432, 47216.0, 0
6636, 1327.2, 0
72624, 14524.8, 0
67706, 20311.8, 0
65551, 45885.7, 0
18858, 9429.0, 0
1932, 386.4, 0
68688, 20606.4, 0
32506, 9751.8, 1
43825, 13147.5, 0
48631, 9726.2, 0
46712, 9342.4, 0
69950, 34975.0, 0
6952, 2780.8, 0
68111, 13622.2, 0
78590, 39295.0, 0
84047, 50428.2, 0
52679, 10535.8, 0
9698, 2909.4, 0
35700, 7140.0, 0
94196, 28258.8, 0
57739, 11547.8, 0
31110, 15555.0, 0
87725, 52635.0, 0
94289, 28286.7, 0
13094, 5237.6, 0
79475, 15895.0, 0
21809, 6542.7, 0
88871, 26661.3, 0
26617, 5323.4, 0
64791, 19437.3, 0
59363, 35617.8, 0
94281, 28284.3, 1
78531, 31412.4, 1
96813, 38725.2, 0
89779, 62845.3, 1
53627, 10725.4, 0
68057, 20417.1, 0
43609, 13082.7, 1
82626, 41313.0, 1
37294, 11188.2, 1
41058, 12317.4, 0
65070, 13014.0, 0
30794, 9238.2, 0
84053, 58837.1, 0
83515, 16703.0, 1
92724, 55634.4, 0
87090, 34836.0, 1
65625, 13125.0, 0
57170, 17151.0, 0
8991, 5394.6, 0
85765, 34306.0, 0
86317, 25895.1, 1
30655, 9196.5, 0
18061, 5418.3, 0
47177, 14153.1, 0
39482, 15792.8, 0
74526, 14905.2, 0
59560, 11912.0, 0
69608, 20882.4, 0
72118, 21635.4, 0
42516, 12754.8, 0
40724, 20362.0, 0
93070, 27921.0, 0
90999, 63699.3, 0
21432, 12859.2, 0
37300, 11190.0, 0
59095, 17728.5, 0
58323, 17496.9, 0
61264, 24505.6, 0
21557, 12934.2, 0
19408, 13585.6, 0
77690, 23307.0, 0
61602, 12320.4, 0
41298, 16519.2, 1
50849, 20339.6, 0
54497, 27248.5, 0
67230, 20169.0, 0
38667, 11600.1, 0
35552, 10665.6, 1
58849, 41194.3, 1
25680, 15408.0, 0
27557, 5511.4, 0
49837, 14951.1, 0
57114, 39979.8, 1
88147, 52888.2, 0
19515, 13660.5, 1
3928, 1178.4, 0
24859, 4971.8, 0
80025, 24007.5, 0
15860, 4758.0, 0
32527, 13010.8, 0
86086, 43043.0, 0
7586, 1517.2, 0
7659, 5361.3, 0
59827, 17948.1, 0
53788, 21515.2, 0
94327, 56596.2, 0
70176, 14035.2, 0
33006, 6601.2, 0
37618, 26332.6, 1
97418, 38967.2, 0
1402, 560.8, 0
6181, 4326.7, 0
39853, 19926.5, 0
10417, 2083.4, 0
51764, 15529.2, 0
32095, 6419.0, 0
23725, 7117.5, 1
16557, 6622.8, 0
96696, 19339.2, 0
71756, 14351.2, 0
99170, 49585.0, 0
90022, 45011.0, 0
38681, 7736.2, 0
57316, 40121.2, 1
62792, 18837.6, 0
81137, 16227.4, 0
34511, 17255.5, 0
82244, 49346.4, 0
19066, 9533.0, 1
41141, 12342.3, 0
46252, 18500.8, 0
13143, 5257.2, 0
29792, 5958.4, 0
99647, 29894.1, 0
61827, 18548.1, 0
89275, 17855.0, 0
39221, 11766.3, 0
94502, 28350.6, 0
17770, 5331.0, 0
50047, 15014.1, 0
70330, 21099.0, 0
85221, 17044.2, 0
80441, 32176.4, 0
88682, 53209.2, 1
42536, 12760.8, 0
40338, 12101.4, 0
67442, 33721.0, 0
4600, 1380.0, 0
81892, 49135.2, 1
52520, 15756.0, 1
88294, 44147.0, 1
91395, 27418.5, 1
50436, 20174.4, 0
67228, 20168.4, 0
2586, 775.8, 0
36339, 21803.4, 0
21429, 15000.3, 0
78142, 46885.2, 0
58229, 40760.3, 1
21477, 15033.9, 0
71358, 21407.4, 0
80187, 32074.8, 0
95615, 66930.5, 1
27308, 16384.8, 0
7049, 2114.7, 0
1551, 310.2, 1
92576, 18515.2, 0
98512, 49256.0, 0
87238, 26171.4, 0
65636, 13127.2, 0
87317, 52390.2, 0
86102, 43051.0, 0
41119, 8223.8, 0
64698, 12939.6, 0
35061, 10518.3, 1
24269, 7280.7, 1
43879, 17551.6, 1
27242, 19069.4, 1
42771, 8554.2, 0
76921, 53844.7, 1
61339, 18401.7, 0
3616, 2531.2, 1
41426, 24855.6, 0
11804, 4721.6, 0
55062, 16518.6, 0
63531, 44471.7, 1
77702, 15540.4, 0
31631, 9489.3, 0
14883, 4464.9, 0
49588, 24794.0, 0
47911, 19164.4, 0
76526, 22957.8, 0
71940, 50358.0, 1
9854, 5912.4, 0
66439, 39863.4, 0
93551, 37420.4, 0
88432, 61902.4, 0
90985, 18197.0, 0
24656, 14793.6, 0
80112, 24033.6, 0
99052, 19810.4, 0
88544, 17708.8, 0
54220, 37954.0, 0
40169, 12050.7, 1
44845, 13453.5, 1
53120, 15936.0, 0
9391, 2817.3, 1
64418, 12883.6, 0
6492, 1947.6, 0
18864, 13204.8, 1
70614, 49429.8, 0
53053, 26526.5, 0
60730, 30365.0, 0
98538, 29561.4, 0
1047, 314.1, 0
1556, 1089.2, 1
96445, 28933.5, 0
68085, 20425.5, 0
27247, 8174.1, 0
90331, 27099.3, 0
80198, 40099.0, 1
71840, 21552.0, 0
43569, 26141.4, 1
51623, 15486.9, 0
3750, 1500.0, 1
10416, 4166.4, 0
91432, 27429.6, 0
7890, 2367.0, 0
3403, 1020.9, 1
92518, 27755.4, 0
46510, 13953.0, 0
25581, 5116.2, 0
44662, 13398.6, 0
60498, 18149.4, 1
81561, 32624.4, 1
52297, 10459.4, 0
95580, 38232.0, 1
80177, 48106.2, 0
76248, 38124.0, 0
93387, 18677.4, 0
62672, 18801.6, 1
47544, 9508.8, 0
10605, 5302.5, 0
48710, 24355.0, 0
29348, 11739.2, 1
51582, 15474.6, 0
7119, 2847.6, 0
70061, 21018.3, 0
27107, 5421.4, 0
5802, 2320.8, 0
7923, 2376.9, 0
69403, 20820.9, 0
26608, 7982.4, 0
24359, 4871.8, 0
97092, 29127.6, 0
39991, 27993.7, 0
34835, 24384.5, 0
98248, 58948.8, 0
46918, 23459.0, 1
33893, 20335.8, 0
97744, 39097.6, 0
77525, 23257.5, 0
58695, 29347.5, 0
35343, 10602.9, 1
11002, 3300.6, 0
38995, 11698.5, 0
25540, 5108.0, 0
10452, 2090.4, 0
13568, 4070.4, 0
29357, 11742.8, 0
89219, 17843.8, 0
15455, 7727.5, 0
95591, 28677.3, 0
2016, 806.4, 0
21774, 8709.6, 1
12545, 8781.5, 1
7300, 2920.0, 0
14712, 4413.6, 0
1710, 342.0, 0
50980, 15294.0, 0
46326, 13897.8, 1
79508, 15901.6, 0
45449, 31814.3, 1
55047, 22018.8, 1
96577, 28973.1, 0
62826, 12565.2, 0
9964, 4982.0, 0
89049, 62334.3, 1
18196, 5458.8, 0
17895, 5368.5, 0
24367, 7310.1, 1
63760, 38256.0, 0
63929, 25571.6, 0
92711, 27813.3, 0
97570, 58542.0, 1
35829, 10748.7, 0
5590, 1677.0, 0
21025, 14717.5, 1
79567, 47740.2, 0
47166, 9433.2, 0
77823, 38911.5, 1
61483, 18444.9, 0
34285, 10285.5, 0
5066, 1519.8, 0
66100, 39660.0, 1
73610, 22083.0, 0
17046, 11932.2, 0
95561, 57336.6, 0
7704, 5392.8, 1
79414, 47648.4, 1
44203, 8840.6, 0
4660, 1398.0, 1
79284, 15856.8, 0
41616, 12484.8, 1
42240, 8448.0, 0
46321, 13896.3, 0
47418, 33192.6, 0
41581, 8316.2, 0
96152, 28845.6, 0
92772, 37108.8, 1
75046, 15009.2, 0
18195, 3639.0, 0
14587, 5834.8, 0
2156, 646.8, 0
92049, 27614.7, 0
49672, 14901.6, 0
83320, 41660.0, 0
94434, 28330.2, 0
58751, 17625.3, 1
8662, 2598.6, 1
15949, 11164.3, 0
2986, 1493.0, 0
35469, 7093.8, 0
95693, 38277.2, 0
33385, 10015.5, 0
38284, 11485.2, 0
62783, 12556.6, 0
36481, 10944.3, 0
6418, 2567.2, 0
23505, 7051.5, 0
2203, 1321.8, 1
29553, 17731.8, 0
42578, 12773.4, 1
6075, 3037.5, 0
51061, 15318.3, 0
82381, 24714.3, 0
9228, 1845.6, 0
48389, 24194.5, 0
95449, 19089.8, 0
56221, 16866.3, 0
93080, 27924.0, 0
98092, 19618.4, 0
21754, 6526.2, 0
90884, 18176.8, 0
82490, 16498.0, 0
21831, 4366.2, 0
5532, 2212.8, 0
85154, 17030.8, 0
2618, 523.6, 0
78448, 39224.0, 0
82606, 49563.6, 0
24347, 7304.1, 1
90052, 45026.0, 0
97337, 19467.4, 0
44922, 17968.8, 0
25375, 15225.0, 1
82077, 24623.1, 0
64496, 19348.8, 0
30307, 12122.8, 1
2001, 600.3, 0
60838, 18251.4, 0
17857, 5357.1, 0
40059, 12017.7, 0
53970, 21588.0, 1
13699, 4109.7, 0
9091, 1818.2, 0
96311, 67417.7, 0
69850, 20955.0, 0
38250, 11475.0, 0
57431, 40201.7, 1
46162, 13848.6, 0
3634, 1090.2, 0
37348, 7469.6, 0
16256, 6502.4, 0
80988, 56691.6, 1
71392, 49974.4, 1
43013, 25807.8, 0
39008, 7801.6, 1
10879, 2175.8, 1
82217, 16443.4, 0
66215, 13243.0, 0
43936, 21968.0, 0
88511, 35404.4, 0
33488, 10046.4, 0
75012, 22503.6, 0
11476, 3442.8, 0
73084, 14616.8, 0
47083, 14124.9, 1
86876, 17375.2, 0
40076, 8015.2, 0
32217, 16108.5, 1
91176, 27352.8, 1
95946, 28783.8, 0
33721, 10116.3, 1
56795, 22718.0, 0
56121, 11224.2, 0
23589, 7076.7, 1
65922, 19776.6, 0
13562, 5424.8, 0
39968, 7993.6, 0
45795, 13738.5, 0
12974, 9081.8, 0
60029, 18008.7, 1
74362, 14872.4, 0
89104, 35641.6, 0
61354, 12270.8, 0
35383, 10614.9, 1
58853, 17655.9, 1
15006, 4501.8, 0
62536, 18760.8, 0
43014, 25808.4, 0
76361, 22908.3, 1
82066, 16413.2, 0
77287, 23186.1, 0
4460, 1784.0, 0
52813, 15843.9, 1
69992, 34996.0, 1
38929, 19464.5, 1
83209, 41604.5, 0
92617, 27785.1, 1
98871, 19774.2, 0
87283, 34913.2, 0
54665, 10933.0, 1
64499, 25799.6, 0
40876, 12262.8, 1
19986, 5995.8, 1
68157, 13631.4, 1
68433, 27373.2, 1
39695, 11908.5, 0
61729, 30864.5, 0
20387, 6116.1, 0
82209, 16441.8, 0
67814, 13562.8, 0
97251, 48625.5, 0
92068, 27620.4, 0
45122, 13536.6, 0
2890, 867.0, 0
40492, 8098.4, 0
47588, 14276.4, 0
61945, 12389.0, 0
92246, 46123.0, 1
68730, 20619.0, 0
34804, 10441.2, 0
86403, 34561.2, 0
59089, 17726.7, 0
69270, 48489.0, 1
55099, 16529.7, 0
31372, 18823.2, 0
24182, 9672.8, 0
32256, 9676.8, 0
34593, 20755.8, 1
70690, 21207.0, 0
23048, 6914.4, 0
13649, 4094.7, 0
97747, 29324.1, 1
36309, 7261.8, 1
75235, 22570.5, 0
73327, 21998.1, 0
4362, 1308.6, 0
4257, 2554.2, 0
91219, 18243.8, 0
62797, 43957.9, 1
60926, 12185.2, 0
10683, 3204.9, 0
34229, 10268.7, 0
91422, 27426.6, 0
82614, 57829.8, 0
28658, 20060.6, 0
33830, 10149.0, 0
31063, 21744.1, 1
90716, 54429.6, 0
16097, 4829.1, 0
15623, 4686.9, 1
55402, 22160.8, 0
62803, 18840.9, 0
41462, 12438.6, 0
81772, 24531.6, 0
50632, 25316.0, 0
35563, 24894.1, 0
11029, 3308.7, 0
93689, 28106.7, 0
39198, 27438.6, 0
27648, 8294.4, 0
97290, 68103.0, 1
23657, 4731.4, 0
18116, 5434.8, 0
23422, 14053.2, 0
84532, 16906.4, 0
36031, 10809.3, 0
39319, 15727.6, 1
59499, 35699.4, 0
34147, 10244.1, 0
91137, 27341.1, 0
69721, 20916.3, 0
40689, 20344.5, 1
12531, 6265.5, 1
55753, 11150.6, 0
57695, 11539.0, 0
85713, 59999.1, 0
92626, 37050.4, 0
7885, 5519.5, 1
36738, 18369.0, 1
49790, 14937.0, 1
62559, 18767.7, 1
76114, 15222.8, 0
90497, 18099.4, 0
97441, 29232.3, 1
23688, 4737.6, 0
22623, 6786.9, 0
44212, 13263.6, 0
49377, 14813.1, 0
84806, 16961.2, 0
75714, 15142.8, 1
87573, 26271.9, 0
35972, 17986.0, 1
80837, 40418.5, 0
63821, 12764.2, 1
15350, 7675.0, 0
51746, 15523.8, 0
84589, 25376.7, 0
43175, 25905.0, 0
62892, 18867.6, 0
86259, 25877.7, 0
9560, 3824.0, 0
72582, 21774.6, 0
52148, 36503.6, 1
40782, 16312.8, 0
76770, 53739.0, 0
87172, 26151.6, 0
89545, 44772.5, 1
70951, 21285.3, 0
1677, 335.4, 0
97860, 29358.0, 1
40640, 24384.0, 0
10349, 6209.4, 0
55605, 33363.0, 0
58479, 29239.5, 0
42524, 17009.6, 0
58240, 29120.0, 0
34448, 13779.2, 0
83257, 16651.4, 0
91689, 45844.5, 0
66626, 13325.2, 0
51200, 25600.0, 0
76931, 23079.3, 0
15257, 10679.9, 0
74647, 22394.1, 0
38590, 11577.0, 0
80066, 56046.2, 1
88111, 17622.2, 0
17386, 12170.2, 0
11622, 8135.4, 1
51818, 31090.8, 0
3961, 1188.3, 0
91214, 27364.2, 0
40948, 12284.4, 0
84797, 16959.4, 0
52984, 15895.2, 0
76820, 53774.0, 0
92650, 46325.0, 0
7315, 2194.5, 0
35320, 17660.0, 0
74959, 14991.8, 0
33043, 9912.9, 0
40929, 12278.7, 1
73794, 22138.2, 0
67752, 33876.0, 1
46700, 32690.0, 1
53978, 16193.4, 0
93624, 28087.2, 0
28630, 17178.0, 0
92440, 64708.0, 0
94762, 47381.0, 0
91902, 36760.8, 0
54350, 27175.0, 0
98930, 59358.0, 1
46494, 13948.2, 0
83947, 25184.1, 0
51146, 15343.8, 1
32946, 6589.2, 0
14368, 4310.4, 0
86124, 60286.8, 0
27179, 16307.4, 1
53314, 31988.4, 0
6147, 1844.1, 0
34056, 10216.8, 0
67889, 20366.7, 0
85885, 25765.5, 0
50226, 10045.2, 0
6233, 3116.5, 0
35003, 17501.5, 0
14804, 10362.8, 1
36913, 18456.5, 1
60010, 18003.0, 0
51105, 20442.0, 0
57764, 17329.2, 0
77828, 23348.4, 0
78721, 55104.7, 1
10945, 5472.5, 0
35676, 24973.2, 0
64085, 44859.5, 0
35121, 24584.7, 1
50449, 25224.5, 1
18784, 5635.2, 1
83276, 33310.4, 0
51782, 10356.4, 0
37504, 11251.2, 0
78117, 39058.5, 1
88106, 26431.8, 1
93185, 46592.5, 1
25473, 10189.2, 1
32752, 9825.6, 0
22120, 4424.0, 0
86403, 25920.9, 0
60689, 12137.8, 0
96513, 28953.9, 1
52427, 15728.1, 1
30324, 6064.8, 0
68715, 13743.0, 0
21568, 15097.6, 0
32239, 22567.3, 1
9217, 2765.1, 0
61582, 18474.6, 0
74331, 14866.2, 0
25668, 7700.4, 0
77293, 23187.9, 0
46850, 32795.0, 1
69086, 20725.8, 0
52806, 31683.6, 0
38556, 7711.2, 0
40279, 12083.7, 0
7290, 1458.0, 0
35969, 21581.4, 0
55308, 27654.0, 0
21265, 14885.5, 1
23196, 4639.2, 0
21799, 15259.3, 1
30088, 9026.4, 0
49836, 9967.2, 0
49435, 24717.5, 1
67647, 20294.1, 0
12711, 2542.2, 0
33084, 6616.8, 0
80248, 16049.6, 0
59548, 17864.4, 1
91753, 18350.6, 0
99787, 19957.4, 1
29769, 5953.8, 0
8265, 4132.5, 0
1304, 391.2, 0
48402, 14520.6, 1
60072, 18021.6, 0
64165, 19249.5, 0
17110, 3422.0, 0
37729, 11318.7, 1
88672, 26601.6, 1
18402, 5520.6, 1
46024, 13807.2, 0
55223, 16566.9, 0
89555, 17911.0, 0
99721, 69804.7, 0
3919, 2743.3, 1
80571, 16114.2, 1
12756, 3826.8, 0
98255, 29476.5, 0
19047, 7618.8, 1
77433, 23229.9, 0
37384, 11215.2, 1
17364, 12154.8, 0
24885, 17419.5, 0
78785, 23635.5, 1
39696, 11908.8, 0
85914, 60139.8, 1
14957, 4487.1, 1
53844, 16153.2, 0
42272, 8454.4, 0
19489, 5846.7, 1
76095, 22828.5, 0
5597, 3358.2, 0
62510, 18753.0, 1
55889, 39122.3, 0
17169, 3433.8, 0
11932, 4772.8, 0
52286, 31371.6, 0
73881, 14776.2, 0
9579, 2873.7, 0
30501, 9150.3, 0
92373, 55423.8, 0
27050, 10820.0, 0
11934, 8353.8, 1
9130, 2739.0, 0
27682, 16609.2, 0
40096, 28067.2, 0
79621, 23886.3, 0
29913, 5982.6, 0
66328, 13265.6, 0
81771, 24531.3, 0
3395, 1018.5, 0
63971, 31985.5, 0
99859, 29957.7, 0
9657, 6759.9, 0
16419, 3283.8, 0
37717, 11315.1, 0
95541, 19108.2, 1
94452, 37780.8, 0
84950, 33980.0, 1
23591, 7077.3, 0
98779, 39511.6, 0
59079, 35447.4, 0
38529, 19264.5, 1
35526, 10657.8, 1
89183, 17836.6, 1
5805, 1741.5, 1
67003, 20100.9, 0
79267, 31706.8, 0
12520, 2504.0, 0
92498, 27749.4, 0
22652, 4530.4, 0
72582, 50807.4, 1
28752, 5750.4, 0
75859, 22757.7, 0
86280, 43140.0, 0
47581, 14274.3, 1
89883, 26964.9, 0
43463, 13038.9, 0
49182, 9836.4, 0
92978, 27893.4, 0
45065, 9013.0, 0
38974, 11692.2, 0
35472, 14188.8, 1
11619, 3485.7, 0
10682, 6409.2, 0
27372, 16423.2, 0
49188, 9837.6, 1
52204, 26102.0, 1
54824, 27412.0, 0
28853, 17311.8, 0
20870, 14609.0, 0
19454, 5836.2, 0
84723, 16944.6, 0
20064, 6019.2, 0
5065, 1519.5, 0
44074, 13222.2, 0
5876, 1175.2, 0
69325, 13865.0, 0
75387, 22616.1, 0
44315, 17726.0, 0
76375, 45825.0, 0
87217, 26165.1, 0
46277, 13883.1, 1
92152, 27645.6, 0
63336, 12667.2, 1
96916, 38766.4, 0
74258, 22277.4, 0
32811, 9843.3, 0
48618, 34032.6, 0
79252, 15850.4, 1
82874, 33149.6, 0
98267, 49133.5, 0
60131, 18039.3, 0
40288, 8057.6, 0
77078, 46246.8, 1
47432, 28459.2, 0
85063, 17012.6, 0
8226, 4113.0, 1
80927, 16185.4, 0
72250, 21675.0, 0
58679, 35207.4, 0
28750, 8625.0, 0
58044, 17413.2, 0
84866, 16973.2, 0
19429, 11657.4, 0
70320, 14064.0, 0
55785, 16735.5, 0
48272, 14481.6, 0
51612, 25806.0, 0
99494, 29848.2, 0
33021, 13208.4, 1
10561, 3168.3, 0
18562, 5568.6, 0
60991, 42693.7, 0
97587, 29276.1, 0
45699, 9139.8, 0
24779, 17345.3, 0
43781, 26268.6, 0
21437, 6431.1, 0
51745, 36221.5, 0
61472, 18441.6, 0
93466, 28039.8, 1
69609, 20882.7, 0
27581, 8274.3, 0
2042, 612.6, 0
56849, 22739.6, 1
95578, 19115.6, 0
40857, 16342.8, 0
32581, 13032.4, 0
12416, 8691.2, 1
23713, 9485.2, 1
18004, 9002.0, 1
78105, 31242.0, 1
86113, 17222.6, 0
97191, 29157.3, 0
63603, 38161.8, 0
61734, 18520.2, 0
81699, 24509.7, 0
76911, 23073.3, 0
31185, 9355.5, 0
56611, 11322.2, 0
17297, 5189.1, 0
88980, 26694.0, 0
36680, 18340.0, 0
15379, 7689.5, 0
96009, 57605.4, 0
88526, 26557.8, 0
34090, 6818.0, 1
99357, 59614.2, 0
79020, 47412.0, 0
75182, 30072.8, 1
93707, 56224.2, 1
49719, 14915.7, 0
56962, 11392.4, 0
88919, 26675.7, 0
59844, 17953.2, 0
22551, 6765.3, 1
76653, 38326.5, 0
25461, 12730.5, 1
18811, 3762.2, 0
84896, 59427.2, 1
4106, 1642.4, 0
84105, 16821.0, 0
27481, 5496.2, 0
15509, 3101.8, 0
50658, 15197.4, 0
92402, 36960.8, 1
35008, 10502.4, 0
90588, 27176.4, 0
77207, 15441.4, 0
68988, 13797.6, 0
95882, 19176.4, 0
45149, 22574.5, 1
49940, 34958.0, 1
3338, 667.6, 0
20521, 12312.6, 0
65070, 19521.0, 0
99249, 29774.7, 0
38870, 19435.0, 0
93047, 27914.1, 0
95375, 66762.5, 1
19771, 7908.4, 0
28929, 8678.7, 0
97909, 29372.7, 0
14497, 7248.5, 0
98764, 39505.6, 0
73897, 22169.1, 1
20889, 6266.7, 0
81676, 24502.8, 0
1991, 995.5, 0
13600, 5440.0, 1
52916, 26458.0, 0
18561, 5568.3, 0
73020, 21906.0, 1
17715, 10629.0, 0
41514, 12454.2, 0
14912, 8947.2, 0
86923, 26076.9, 0
70441, 21132.3, 1
42601, 12780.3, 1
23019, 4603.8, 0
97340, 29202.0, 0
29416, 20591.2, 0
17134, 3426.8, 0
68674, 41204.4, 0
37923, 11376.9, 1
80768, 16153.6, 0
82886, 16577.2, 0
94430, 28329.0, 0
27853, 19497.1, 1
33748, 13499.2, 0
53123, 10624.6, 0
86971, 34788.4, 0
63008, 18902.4, 0
28196, 8458.8, 0
2855, 1998.5, 1
61463, 43024.1, 1
66040, 39624.0, 0
28766, 17259.6, 0
93954, 46977.0, 0
68989, 13797.8, 1
65401, 39240.6, 0
26464, 7939.2, 1
1208, 604.0, 1
53293, 15987.9, 0
62214, 18664.2, 0
51824, 31094.4, 0
39184, 11755.2, 0
2068, 620.4, 0
5224, 1567.2, 0
77299, 23189.7, 0
51561, 36092.7, 0
83871, 25161.3, 0
85464, 25639.2, 0
93579, 28073.7, 0
71280, 21384.0, 0
34840, 10452.0, 1
62043, 37225.8, 1
99031, 29709.3, 0
55632, 16689.6, 0
66997, 33498.5, 1
47180, 33026.0, 1
73600, 51520.0, 1
4909, 1963.6, 1
58045, 11609.0, 0
50912, 15273.6, 0
16140, 4842.0, 0
54712, 10942.4, 0
43443, 30410.1, 0
15541, 4662.3, 0
49544, 14863.2, 0
7994, 2398.2, 0
57401, 34440.6, 0
65400, 13080.0, 0
20122, 14085.4, 1
54684, 32810.4, 0
17108, 10264.8, 1
42115, 12634.5, 1
97589, 48794.5, 1
36268, 25387.6, 0
66761, 26704.4, 0
40718, 12215.4, 0
93823, 28146.9, 0
62946, 31473.0, 0
16871, 5061.3, 0
27025, 16215.0, 1
83408, 41704.0, 0
1492, 447.6, 0
9397, 1879.4, 0
17293, 10375.8, 0
