id,value,proposed,result
0, 6488, 4541.6, 0
4, 1618, 970.8, 0
5, 1487, 297.4, 1
3, 4468, 2234.0, 1
4, 9590, 5754.0, 0
5, 8379, 1675.8, 1
2, 5850, 1170.0, 0
2, 7898, 1579.6, 0
1, 4502, 1350.6, 1
2, 7687, 1537.4, 0
0, 4271, 2989.7, 0
6, 1762, 704.8, 1
4, 5918, 3550.8, 1
1, 8181, 2454.3, 0
5, 9675, 1935.0, 0
8, 2691, 807.3, 0
4, 7453, 4471.8, 0
9, 5367, 1610.1, 1
6, 1631, 652.4, 0
7, 3369, 1010.7, 0
4, 7086, 4251.6, 0
4, 9683, 5809.8, 0
2, 6647, 1329.4, 1
7, 4044, 1213.2, 0
2, 8486, 1697.2, 0
6, 4350, 1740.0, 0
3, 6572, 3286.0, 1
7, 6733, 2019.9, 0
0, 7839, 5487.3, 0
8, 6844, 2053.2, 1
7, 2208, 662.4, 1
3, 7640, 3820.0, 1
0, 9766, 6836.2, 0
4, 9181, 5508.6, 0
8, 1226, 367.8, 0
3, 7385, 3692.5, 0
7, 1485, 445.5, 0
8, 6150, 1845.0, 0
7, 4897, 1469.1, 0
6, 3042, 1216.8, 0
4, 9908, 5944.8, 0
8, 6385, 1915.5, 0
7, 3543, 1062.9, 0
7, 7946, 2383.8, 1
9, 4616, 1384.8, 0
3, 4287, 2143.5, 1
4, 9631, 5778.6, 0
5, 5354, 1070.8, 0
4, 3437, 2062.2, 0
5, 5121, 1024.2, 1
5, 6728, 1345.6, 1
6, 3294, 1317.6, 1
4, 4675, 2805.0, 0
7, 9899, 2969.7, 0
5, 3399, 679.8, 0
4, 1592, 955.2, 0
5, 2661, 532.2, 0
8, 8053, 2415.9, 1
2, 1770, 354.0, 0
4, 4820, 2892.0, 1
1, 1801, 540.3, 0
2, 8625, 1725.0, 0
5, 9689, 1937.8, 0
9, 6051, 1815.3, 0
6, 4965, 1986.0, 1
4, 8551, 5130.6, 1
9, 4914, 1474.2, 0
7, 1628, 488.4, 0
8, 9264, 2779.2, 1
8, 8200, 2460.0, 0
4, 5870, 3522.0, 0
8, 5729, 1718.7, 1
9, 7218, 2165.4, 0
0, 2643, 1850.1, 0
6, 7413, 2965.2, 0
9, 8832, 2649.6, 0
0, 7844, 5490.8, 0
7, 4220, 1266.0, 0
6, 2575, 1030.0, 1
8, 2233, 669.9, 0
4, 3355, 2013.0, 0
1, 2684, 805.2, 1
5, 8986, 1797.2, 1
5, 4259, 851.8, 1
7, 6584, 1975.2, 0
9, 2116, 634.8, 0
2, 6247, 1249.4, 0
1, 8338, 2501.4, 0
6, 9554, 3821.6, 0
8, 3651, 1095.3, 0
6, 4333, 1733.2, 0
9, 9148, 2744.4, 1
7, 9169, 2750.7, 0
6, 5326, 2130.4, 1
3, 6551, 3275.5, 1
4, 3743, 2245.8, 1
1, 1773, 531.9, 0
0, 5369, 3758.3, 1
7, 6097, 1829.1, 0
1, 9404, 2821.2, 0
1, 3163, 948.9, 0
1, 6682, 2004.6, 0
3, 8534, 4267.0, 0
7, 4241, 1272.3, 1
0, 5482, 3837.4, 0
2, 6457, 1291.4, 0
4, 8121, 4872.6, 1
6, 3106, 1242.4, 0
9, 3051, 915.3, 0
0, 4894, 3425.8, 1
5, 2409, 481.8, 0
3, 8553, 4276.5, 0
7, 4791, 1437.3, 0
3, 3301, 1650.5, 0
9, 9333, 2799.9, 0
7, 6615, 1984.5, 0
1, 6266, 1879.8, 0
4, 8033, 4819.8, 1
3, 9888, 4944.0, 1
3, 5003, 2501.5, 0
9, 3588, 1076.4, 1
5, 3216, 643.2, 1
4, 4952, 2971.2, 0
8, 3832, 1149.6, 0
7, 4296, 1288.8, 0
9, 8678, 2603.4, 0
4, 7852, 4711.2, 0
2, 3197, 639.4, 1
4, 7300, 4380.0, 0
8, 9266, 2779.8, 0
5, 9958, 1991.6, 0
5, 7932, 1586.4, 0
0, 4677, 3273.9, 1
8, 6774, 2032.2, 1
8, 9985, 2995.5, 1
6, 1100, 440.0, 0
4, 5124, 3074.4, 0
7, 5623, 1686.9, 1
8, 8612, 2583.6, 1
1, 1452, 435.6, 0
9, 5679, 1703.7, 0
1, 2522, 756.6, 0
3, 7901, 3950.5, 0
9, 5383, 1614.9, 0
7, 9011, 2703.3, 0
6, 7769, 3107.6, 0
7, 9488, 2846.4, 0
1, 1012, 303.6, 0
8, 5725, 1717.5, 0
1, 1048, 314.4, 1
7, 3286, 985.8, 1
7, 7436, 2230.8, 0
0, 3355, 2348.5, 0
6, 8726, 3490.4, 1
4, 4426, 2655.6, 1
0, 4895, 3426.5, 0
1, 4186, 1255.8, 1
1, 6297, 1889.1, 0
5, 3737, 747.4, 0
8, 7441, 2232.3, 0
8, 3435, 1030.5, 0
6, 6081, 2432.4, 1
1, 5204, 1561.2, 0
7, 1787, 536.1, 0
9, 1511, 453.3, 0
1, 6447, 1934.1, 1
3, 5559, 2779.5, 0
2, 4213, 842.6, 1
0, 2507, 1754.9, 0
4, 7203, 4321.8, 1
2, 5832, 1166.4, 0
8, 5358, 1607.4, 0
0, 6732, 4712.4, 0
7, 2914, 874.2, 0
8, 5288, 1586.4, 1
4, 8547, 5128.2, 0
8, 4387, 1316.1, 0
5, 9837, 1967.4, 0
7, 7947, 2384.1, 1
3, 6205, 3102.5, 1
3, 4237, 2118.5, 0
2, 2369, 473.8, 1
0, 2838, 1986.6, 1
3, 9021, 4510.5, 0
2, 6555, 1311.0, 0
3, 9834, 4917.0, 0
5, 7897, 1579.4, 1
9, 8571, 2571.3, 0
2, 9653, 1930.6, 0
4, 7860, 4716.0, 0
3, 2687, 1343.5, 0
4, 6552, 3931.2, 0
2, 6517, 1303.4, 0
5, 7121, 1424.2, 0
6, 4974, 1989.6, 0
0, 7941, 5558.7, 0
0, 1316, 921.2, 0
4, 6103, 3661.8, 0
3, 1211, 605.5, 0
0, 4892, 3424.4, 0
2, 6187, 1237.4, 0
0, 1407, 984.9, 1
4, 6714, 4028.4, 0
1, 4570, 1371.0, 0
7, 9490, 2847.0, 0
8, 1046, 313.8, 1
2, 3274, 654.8, 0
3, 7844, 3922.0, 0
4, 2275, 1365.0, 0
1, 5805, 1741.5, 0
8, 9688, 2906.4, 0
7, 2554, 766.2, 1
1, 8620, 2586.0, 0
4, 6695, 4017.0, 0
6, 3466, 1386.4, 0
2, 8884, 1776.8, 0
2, 1198, 239.6, 1
2, 3926, 785.2, 0
1, 9035, 2710.5, 0
5, 3580, 716.0, 0
0, 3390, 2373.0, 0
3, 3206, 1603.0, 0
3, 8745, 4372.5, 0
4, 4719, 2831.4, 0
2, 4407, 881.4, 0
1, 1993, 597.9, 0
6, 4892, 1956.8, 0
2, 6154, 1230.8, 0
3, 9316, 4658.0, 1
9, 1653, 495.9, 0
5, 7129, 1425.8, 0
2, 6006, 1201.2, 1
4, 6274, 3764.4, 0
6, 9895, 3958.0, 0
9, 3797, 1139.1, 1
5, 9410, 1882.0, 0
4, 6629, 3977.4, 0
5, 5726, 1145.2, 1
9, 3410, 1023.0, 0
2, 1234, 246.8, 0
9, 1816, 544.8, 1
8, 5221, 1566.3, 0
1, 9181, 2754.3, 0
1, 3014, 904.2, 1
6, 8751, 3500.4, 1
3, 2553, 1276.5, 1
8, 3909, 1172.7, 0
2, 2674, 534.8, 0
5, 7876, 1575.2, 0
1, 4438, 1331.4, 0
4, 7864, 4718.4, 0
6, 9720, 3888.0, 1
8, 9924, 2977.2, 0
3, 6914, 3457.0, 0
9, 2661, 798.3, 0
1, 8225, 2467.5, 0
8, 9201, 2760.3, 0
8, 6716, 2014.8, 1
7, 7823, 2346.9, 0
3, 1900, 950.0, 0
2, 6820, 1364.0, 1
1, 9090, 2727.0, 0
1, 9686, 2905.8, 0
0, 2014, 1409.8, 0
1, 9703, 2910.9, 0
5, 6692, 1338.4, 0
8, 2789, 836.7, 0
9, 5433, 1629.9, 0
8, 2191, 657.3, 0
3, 2401, 1200.5, 0
8, 3315, 994.5, 1
4, 5715, 3429.0, 0
5, 1666, 333.2, 0
6, 8029, 3211.6, 0
0, 8646, 6052.2, 0
3, 9434, 4717.0, 1
4, 5110, 3066.0, 0
4, 8471, 5082.6, 0
5, 2112, 422.4, 0
1, 3673, 1101.9, 0
0, 4513, 3159.1, 0
4, 5847, 3508.2, 0
9, 5023, 1506.9, 1
9, 8391, 2517.3, 0
8, 9073, 2721.9, 0
5, 9672, 1934.4, 0
2, 7528, 1505.6, 0
2, 8954, 1790.8, 0
1, 9583, 2874.9, 1
4, 7862, 4717.2, 0
5, 1290, 258.0, 0
2, 9317, 1863.4, 0
4, 1077, 646.2, 1
1, 7121, 2136.3, 1
3, 3277, 1638.5, 0
9, 3532, 1059.6, 1
7, 8270, 2481.0, 0
4, 7196, 4317.6, 1
6, 4566, 1826.4, 0
7, 9428, 2828.4, 0
8, 9303, 2790.9, 0
4, 2511, 1506.6, 0
6, 6313, 2525.2, 0
7, 3745, 1123.5, 0
4, 2952, 1771.2, 0
8, 1359, 407.7, 0
3, 2824, 1412.0, 0
5, 1407, 281.4, 1
7, 7102, 2130.6, 1
6, 5074, 2029.6, 0
5, 5417, 1083.4, 1
2, 7994, 1598.8, 0
1, 3966, 1189.8, 1
1, 1641, 492.3, 0
3, 4981, 2490.5, 1
9, 7993, 2397.9, 1
4, 4936, 2961.6, 0
2, 7678, 1535.6, 0
1, 2895, 868.5, 1
2, 6947, 1389.4, 0
2, 5409, 1081.8, 0
4, 6521, 3912.6, 0
3, 7712, 3856.0, 0
7, 3069, 920.7, 1
4, 5994, 3596.4, 0
3, 2192, 1096.0, 0
2, 2994, 598.8, 0
2, 3087, 617.4, 0
5, 8107, 1621.4, 0
0, 7244, 5070.8, 0
7, 3432, 1029.6, 0
3, 2846, 1423.0, 0
0, 7112, 4978.4, 0
1, 7981, 2394.3, 0
1, 4824, 1447.2, 1
1, 3762, 1128.6, 0
5, 8992, 1798.4, 1
5, 5876, 1175.2, 0
9, 1983, 594.9, 0
3, 2459, 1229.5, 1
2, 6715, 1343.0, 0
3, 2640, 1320.0, 0
5, 2889, 577.8, 0
6, 7556, 3022.4, 1
6, 3115, 1246.0, 0
7, 3879, 1163.7, 0
6, 7148, 2859.2, 1
6, 9652, 3860.8, 1
0, 8471, 5929.7, 0
7, 4051, 1215.3, 1
4, 9115, 5469.0, 0
6, 5939, 2375.6, 0
0, 3013, 2109.1, 0
3, 9503, 4751.5, 0
6, 1335, 534.0, 0
4, 2307, 1384.2, 1
8, 6441, 1932.3, 0
4, 2660, 1596.0, 0
3, 4464, 2232.0, 1
9, 4937, 1481.1, 0
5, 7402, 1480.4, 1
8, 4228, 1268.4, 0
1, 1589, 476.7, 0
7, 2413, 723.9, 0
6, 5147, 2058.8, 0
1, 5334, 1600.2, 1
1, 7463, 2238.9, 0
6, 1268, 507.2, 0
4, 5954, 3572.4, 1
3, 3560, 1780.0, 0
0, 2000, 1400.0, 1
3, 2519, 1259.5, 0
8, 4972, 1491.6, 1
1, 4537, 1361.1, 0
2, 3976, 795.2, 0
7, 7595, 2278.5, 0
1, 4708, 1412.4, 1
8, 4849, 1454.7, 0
5, 2645, 529.0, 1
3, 9373, 4686.5, 0
5, 9737, 1947.4, 1
6, 6036, 2414.4, 0
0, 9862, 6903.4, 0
0, 9231, 6461.7, 0
2, 6720, 1344.0, 1
5, 8572, 1714.4, 1
3, 7962, 3981.0, 1
1, 3710, 1113.0, 0
9, 1612, 483.6, 0
1, 5579, 1673.7, 0
7, 3863, 1158.9, 1
7, 8236, 2470.8, 1
8, 7577, 2273.1, 0
4, 8309, 4985.4, 1
9, 6869, 2060.7, 1
4, 4699, 2819.4, 0
9, 1742, 522.6, 0
4, 3727, 2236.2, 0
7, 1797, 539.1, 0
3, 9290, 4645.0, 0
9, 1770, 531.0, 0
2, 6859, 1371.8, 0
7, 6899, 2069.7, 0
6, 8715, 3486.0, 0
1, 3765, 1129.5, 1
0, 3589, 2512.3, 1
3, 3139, 1569.5, 0
2, 5131, 1026.2, 0
4, 3047, 1828.2, 0
1, 6643, 1992.9, 0
7, 6601, 1980.3, 0
8, 2693, 807.9, 0
1, 2170, 651.0, 0
3, 1981, 990.5, 1
3, 5683, 2841.5, 0
1, 8473, 2541.9, 0
2, 1418, 283.6, 0
9, 4757, 1427.1, 0
4, 5324, 3194.4, 0
2, 3957, 791.4, 0
1, 6343, 1902.9, 1
5, 3447, 689.4, 0
9, 6361, 1908.3, 0
3, 6930, 3465.0, 1
6, 5756, 2302.4, 0
4, 4229, 2537.4, 0
8, 4264, 1279.2, 0
5, 2866, 573.2, 1
7, 4276, 1282.8, 0
3, 8293, 4146.5, 0
9, 9532, 2859.6, 0
6, 1887, 754.8, 0
2, 1247, 249.4, 0
9, 7616, 2284.8, 1
2, 6841, 1368.2, 0
7, 1499, 449.7, 0
7, 3431, 1029.3, 0
1, 6263, 1878.9, 0
7, 8805, 2641.5, 1
7, 2659, 797.7, 1
4, 7957, 4774.2, 0
3, 9026, 4513.0, 0
3, 6440, 3220.0, 1
6, 2677, 1070.8, 0
5, 5268, 1053.6, 1
7, 1239, 371.7, 0
1, 8846, 2653.8, 1
2, 7163, 1432.6, 1
8, 1946, 583.8, 0
1, 4234, 1270.2, 1
4, 5951, 3570.6, 0
5, 6261, 1252.2, 0
7, 5306, 1591.8, 1
6, 6867, 2746.8, 0
9, 1371, 411.3, 0
7, 6154, 1846.2, 1
3, 7564, 3782.0, 1
8, 6260, 1878.0, 0
0, 1395, 976.5, 0
1, 7873, 2361.9, 0
9, 2539, 761.7, 0
0, 4886, 3420.2, 1
1, 8420, 2526.0, 0
3, 8441, 4220.5, 1
6, 9767, 3906.8, 0
1, 2385, 715.5, 1
3, 1398, 699.0, 1
2, 4626, 925.2, 1
9, 2916, 874.8, 0
0, 7378, 5164.6, 0
5, 6972, 1394.4, 0
0, 3913, 2739.1, 0
3, 4536, 2268.0, 0
4, 5005, 3003.0, 0
5, 9613, 1922.6, 0
3, 7519, 3759.5, 0
8, 5596, 1678.8, 1
8, 2551, 765.3, 0
5, 2548, 509.6, 1
7, 6459, 1937.7, 0
0, 5576, 3903.2, 1
6, 5418, 2167.2, 0
7, 9905, 2971.5, 0
8, 9030, 2709.0, 1
7, 5742, 1722.6, 0
5, 4156, 831.2, 1
9, 6798, 2039.4, 0
6, 6081, 2432.4, 1
7, 7148, 2144.4, 0
1, 2352, 705.6, 1
4, 4107, 2464.2, 0
5, 8366, 1673.2, 1
9, 3732, 1119.6, 0
0, 2845, 1991.5, 0
6, 5770, 2308.0, 1
9, 6554, 1966.2, 0
3, 5644, 2822.0, 1
4, 2956, 1773.6, 0
7, 6133, 1839.9, 0
8, 5050, 1515.0, 0
8, 8685, 2605.5, 1
3, 6293, 3146.5, 0
1, 7699, 2309.7, 0
7, 1522, 456.6, 0
4, 8909, 5345.4, 1
8, 7888, 2366.4, 1
1, 3071, 921.3, 0
2, 8773, 1754.6, 0
1, 6280, 1884.0, 0
7, 6810, 2043.0, 1
8, 3696, 1108.8, 1
7, 2741, 822.3, 0
4, 5849, 3509.4, 0
3, 9046, 4523.0, 0
1, 2639, 791.7, 1
8, 1744, 523.2, 1
8, 6011, 1803.3, 0
6, 5824, 2329.6, 1
1, 5642, 1692.6, 1
4, 7043, 4225.8, 0
8, 4301, 1290.3, 0
3, 9589, 4794.5, 1
7, 1728, 518.4, 0
5, 5585, 1117.0, 0
1, 1110, 333.0, 0
0, 2654, 1857.8, 0
6, 4048, 1619.2, 0
7, 5960, 1788.0, 0
4, 1776, 1065.6, 0
7, 2923, 876.9, 0
9, 8731, 2619.3, 1
7, 8909, 2672.7, 0
0, 1241, 868.7, 0
6, 5741, 2296.4, 0
8, 4790, 1437.0, 0
1, 9456, 2836.8, 0
1, 4425, 1327.5, 1
8, 8139, 2441.7, 0
4, 6852, 4111.2, 0
1, 1362, 408.6, 1
4, 1301, 780.6, 0
3, 5659, 2829.5, 1
8, 8462, 2538.6, 1
7, 1819, 545.7, 0
7, 7281, 2184.3, 1
6, 3775, 1510.0, 0
9, 9812, 2943.6, 0
7, 7740, 2322.0, 0
8, 7209, 2162.7, 0
1, 7165, 2149.5, 0
0, 3641, 2548.7, 0
9, 7507, 2252.1, 1
4, 3762, 2257.2, 0
6, 5555, 2222.0, 1
4, 8848, 5308.8, 0
8, 3888, 1166.4, 0
8, 2774, 832.2, 0
4, 5282, 3169.2, 0
9, 1011, 303.3, 0
3, 2374, 1187.0, 0
6, 2413, 965.2, 0
1, 5524, 1657.2, 0
1, 8285, 2485.5, 1
9, 3149, 944.7, 0
1, 9599, 2879.7, 0
1, 3870, 1161.0, 1
6, 1719, 687.6, 0
2, 1971, 394.2, 0
8, 1621, 486.3, 0
8, 6816, 2044.8, 1
3, 3165, 1582.5, 0
9, 6474, 1942.2, 0
8, 5262, 1578.6, 0
0, 7652, 5356.4, 0
5, 5683, 1136.6, 0
3, 3602, 1801.0, 0
4, 5018, 3010.8, 0
5, 7760, 1552.0, 0
5, 5853, 1170.6, 0
7, 6430, 1929.0, 1
6, 5445, 2178.0, 0
8, 1424, 427.2, 0
6, 4976, 1990.4, 1
7, 1152, 345.6, 1
3, 8455, 4227.5, 0
4, 7739, 4643.4, 0
6, 1438, 575.2, 0
9, 8251, 2475.3, 1
0, 7861, 5502.7, 1
5, 6801, 1360.2, 1
1, 2905, 871.5, 0
1, 9641, 2892.3, 0
2, 5357, 1071.4, 0
7, 6011, 1803.3, 0
5, 7777, 1555.4, 0
3, 5446, 2723.0, 1
0, 8764, 6134.8, 1
8, 4722, 1416.6, 0
5, 1158, 231.6, 0
8, 2719, 815.7, 0
7, 3317, 995.1, 1
8, 9597, 2879.1, 0
7, 2116, 634.8, 1
8, 7089, 2126.7, 0
9, 7610, 2283.0, 0
0, 7427, 5198.9, 0
0, 3398, 2378.6, 0
5, 3732, 746.4, 0
9, 1068, 320.4, 0
5, 6339, 1267.8, 0
0, 4211, 2947.7, 0
7, 5148, 1544.4, 0
3, 1222, 611.0, 0
2, 5406, 1081.2, 1
5, 1683, 336.6, 0
9, 2003, 600.9, 1
6, 4505, 1802.0, 1
2, 2373, 474.6, 0
7, 9185, 2755.5, 0
8, 7336, 2200.8, 0
7, 8586, 2575.8, 0
9, 8649, 2594.7, 0
2, 7783, 1556.6, 0
0, 1159, 811.3, 0
5, 7320, 1464.0, 1
6, 7247, 2898.8, 1
1, 7519, 2255.7, 0
4, 9694, 5816.4, 0
9, 5816, 1744.8, 0
5, 7488, 1497.6, 0
4, 7421, 4452.6, 0
0, 2153, 1507.1, 0
8, 8691, 2607.3, 0
8, 3223, 966.9, 1
1, 8923, 2676.9, 0
8, 1363, 408.9, 0
7, 6310, 1893.0, 0
0, 1938, 1356.6, 0
6, 4806, 1922.4, 0
5, 6165, 1233.0, 0
0, 1484, 1038.8, 0
5, 9825, 1965.0, 0
6, 2319, 927.6, 0
5, 6802, 1360.4, 0
2, 1349, 269.8, 0
9, 8376, 2512.8, 0
6, 8318, 3327.2, 0
3, 6847, 3423.5, 1
5, 1411, 282.2, 0
9, 8253, 2475.9, 0
1, 9021, 2706.3, 0
3, 8007, 4003.5, 0
9, 5260, 1578.0, 0
2, 1811, 362.2, 0
8, 2192, 657.6, 1
0, 7556, 5289.2, 0
2, 4309, 861.8, 0
0, 1161, 812.7, 0
8, 7968, 2390.4, 0
9, 1926, 577.8, 1
2, 6955, 1391.0, 0
5, 4229, 845.8, 0
3, 6084, 3042.0, 0
5, 1007, 201.4, 1
4, 8821, 5292.6, 0
1, 5365, 1609.5, 0
1, 8195, 2458.5, 0
0, 3634, 2543.8, 0
0, 7719, 5403.3, 1
0, 9416, 6591.2, 0
3, 6844, 3422.0, 0
4, 6324, 3794.4, 1
4, 1581, 948.6, 0
9, 9990, 2997.0, 0
1, 2187, 656.1, 0
6, 5248, 2099.2, 1
6, 6450, 2580.0, 1
9, 9454, 2836.2, 1
2, 3658, 731.6, 1
1, 7091, 2127.3, 0
6, 6530, 2612.0, 1
2, 9939, 1987.8, 1
5, 3939, 787.8, 0
5, 2215, 443.0, 0
2, 8464, 1692.8, 1
0, 8889, 6222.3, 1
8, 6946, 2083.8, 0
2, 5766, 1153.2, 0
6, 9096, 3638.4, 0
9, 7473, 2241.9, 0
9, 4400, 1320.0, 0
8, 3352, 1005.6, 0
8, 3059, 917.7, 0
8, 8019, 2405.7, 0
2, 4497, 899.4, 0
9, 5222, 1566.6, 1
1, 4724, 1417.2, 0
6, 9333, 3733.2, 0
5, 5377, 1075.4, 1
8, 9554, 2866.2, 0
7, 9619, 2885.7, 1
1, 1130, 339.0, 0
6, 8305, 3322.0, 0
8, 7627, 2288.1, 0
0, 9969, 6978.3, 1
9, 6341, 1902.3, 0
1, 7263, 2178.9, 1
3, 4314, 2157.0, 0
5, 4950, 990.0, 0
2, 8457, 1691.4, 1
7, 6190, 1857.0, 1
6, 2483, 993.2, 0
7, 5790, 1737.0, 0
7, 7209, 2162.7, 1
6, 7628, 3051.2, 0
9, 2635, 790.5, 0
5, 1579, 315.8, 1
3, 7329, 3664.5, 0
5, 5861, 1172.2, 0
8, 8969, 2690.7, 0
6, 1233, 493.2, 0
1, 4033, 1209.9, 0
3, 3972, 1986.0, 1
4, 7270, 4362.0, 0
1, 7904, 2371.2, 0
2, 4540, 908.0, 1
2, 4537, 907.4, 0
9, 4932, 1479.6, 1
9, 4571, 1371.3, 1
7, 9116, 2734.8, 0
9, 6962, 2088.6, 0
0, 3895, 2726.5, 1
8, 1385, 415.5, 0
6, 6185, 2474.0, 0
7, 8165, 2449.5, 0
6, 5000, 2000.0, 1
1, 3904, 1171.2, 0
5, 2754, 550.8, 1
0, 4242, 2969.4, 0
1, 7382, 2214.6, 0
6, 2895, 1158.0, 0
3, 7609, 3804.5, 1
8, 6975, 2092.5, 0
1, 3034, 910.2, 0
3, 6610, 3305.0, 1
5, 8649, 1729.8, 0
2, 8995, 1799.0, 0
7, 2595, 778.5, 0
7, 9574, 2872.2, 1
2, 4993, 998.6, 0
4, 6422, 3853.2, 0
5, 5566, 1113.2, 0
2, 4003, 800.6, 0
3, 2456, 1228.0, 0
0, 1803, 1262.1, 1
8, 4509, 1352.7, 0
4, 7859, 4715.4, 0
5, 3590, 718.0, 1
6, 2364, 945.6, 0
9, 1395, 418.5, 0
5, 4337, 867.4, 1
8, 8481, 2544.3, 0
4, 4582, 2749.2, 0
3, 2412, 1206.0, 1
0, 8010, 5607.0, 1
5, 2388, 477.6, 1
2, 8155, 1631.0, 0
3, 3449, 1724.5, 0
0, 3578, 2504.6, 1
0, 8144, 5700.8, 1
1, 2268, 680.4, 0
5, 2029, 405.8, 1
2, 3111, 622.2, 1
2, 1893, 378.6, 1
4, 4672, 2803.2, 0
3, 8142, 4071.0, 0
8, 5424, 1627.2, 1
9, 4450, 1335.0, 0
1, 3318, 995.4, 1
3, 6720, 3360.0, 1
2, 7594, 1518.8, 0
9, 5398, 1619.4, 0
6, 9609, 3843.6, 0
1, 3412, 1023.6, 0
8, 6500, 1950.0, 1
8, 9559, 2867.7, 1
7, 1581, 474.3, 1
0, 4636, 3245.2, 0
2, 3184, 636.8, 0
9, 8907, 2672.1, 1
4, 5528, 3316.8, 1
7, 4020, 1206.0, 0
9, 1467, 440.1, 1
3, 3394, 1697.0, 0
9, 2260, 678.0, 0
3, 2078, 1039.0, 0
8, 6855, 2056.5, 0
2, 6884, 1376.8, 1
6, 1710, 684.0, 0
6, 7635, 3054.0, 0
1, 2864, 859.2, 1
4, 8899, 5339.4, 0
9, 3565, 1069.5, 0
4, 7197, 4318.2, 1
8, 2945, 883.5, 0
6, 9861, 3944.4, 0
7, 2201, 660.3, 0
6, 1750, 700.0, 0
6, 3247, 1298.8, 0
7, 8292, 2487.6, 1
4, 7694, 4616.4, 0
5, 5788, 1157.6, 1
1, 9794, 2938.2, 0
7, 9855, 2956.5, 0
6, 5086, 2034.4, 1
3, 8488, 4244.0, 0
2, 1259, 251.8, 0
9, 9717, 2915.1, 0
5, 7652, 1530.4, 0
2, 9059, 1811.8, 0
8, 2898, 869.4, 0
3, 1837, 918.5, 0
4, 7663, 4597.8, 0
7, 8409, 2522.7, 0
3, 6310, 3155.0, 0
2, 9811, 1962.2, 1
9, 9372, 2811.6, 0
4, 7248, 4348.8, 0
6, 1466, 586.4, 0
8, 1774, 532.2, 0
7, 5759, 1727.7, 1
3, 2896, 1448.0, 0
8, 3726, 1117.8, 0
3, 7987, 3993.5, 0
0, 1847, 1292.9, 1
7, 1128, 338.4, 0
8, 6116, 1834.8, 1
5, 5021, 1004.2, 0
9, 1172, 351.6, 0
9, 1749, 524.7, 1
5, 1620, 324.0, 0
7, 6804, 2041.2, 0
3, 2596, 1298.0, 0
3, 9714, 4857.0, 0
2, 8880, 1776.0, 0
8, 3150, 945.0, 1
2, 6324, 1264.8, 1
0, 4299, 3009.3, 1
2, 6142, 1228.4, 0
7, 6160, 1848.0, 0
0, 3913, 2739.1, 0
4, 6822, 4093.2, 0
9, 6270, 1881.0, 0
3, 1246, 623.0, 0
9, 1023, 306.9, 0
3, 1780, 890.0, 1
4, 4183, 2509.8, 0
1, 8673, 2601.9, 0
1, 2430, 729.0, 0
1, 1301, 390.3, 0
2, 4370, 874.0, 0
9, 8028, 2408.4, 0
0, 1370, 959.0, 0
3, 8279, 4139.5, 1
4, 7196, 4317.6, 0
1, 3882, 1164.6, 1
4, 8734, 5240.4, 0
7, 6814, 2044.2, 0
0, 9964, 6974.8, 0
2, 7475, 1495.0, 0
8, 3232, 969.6, 1
1, 5043, 1512.9, 1
6, 3824, 1529.6, 0
3, 8655, 4327.5, 0
7, 9993, 2997.9, 1
1, 5337, 1601.1, 0
4, 6892, 4135.2, 0
7, 3921, 1176.3, 1
5, 2862, 572.4, 0
9, 6635, 1990.5, 0
3, 7924, 3962.0, 1
8, 4910, 1473.0, 0
7, 2730, 819.0, 0
5, 8630, 1726.0, 0
3, 6773, 3386.5, 0
1, 4723, 1416.9, 0
9, 3435, 1030.5, 1
2, 2363, 472.6, 0
9, 3278, 983.4, 0
0, 4034, 2823.8, 0
4, 6782, 4069.2, 0
3, 4559, 2279.5, 1
4, 2010, 1206.0, 0
8, 1644, 493.2, 1
6, 5016, 2006.4, 0
3, 9072, 4536.0, 0
3, 3952, 1976.0, 1
3, 9574, 4787.0, 0
4, 4939, 2963.4, 0
8, 6747, 2024.1, 0
7, 1721, 516.3, 1
1, 7054, 2116.2, 0
8, 5822, 1746.6, 0
3, 9489, 4744.5, 0
4, 6505, 3903.0, 0
4, 8144, 4886.4, 1
8, 5922, 1776.6, 0
0, 1304, 912.8, 0
8, 1991, 597.3, 1
0, 5265, 3685.5, 1
9, 8787, 2636.1, 0
4, 4985, 2991.0, 1
4, 1938, 1162.8, 0
3, 6859, 3429.5, 0
6, 8824, 3529.6, 0
5, 6372, 1274.4, 0
2, 9508, 1901.6, 1
2, 1340, 268.0, 0
1, 5364, 1609.2, 1
1, 8065, 2419.5, 0
8, 7166, 2149.8, 1
7, 9142, 2742.6, 0
3, 1105, 552.5, 0
9, 8352, 2505.6, 0
2, 7865, 1573.0, 0
6, 6090, 2436.0, 1
7, 4783, 1434.9, 1
0, 8214, 5749.8, 1
1, 4104, 1231.2, 0
7, 3798, 1139.4, 0
5, 8606, 1721.2, 0
7, 6577, 1973.1, 1
0, 8868, 6207.6, 1
0, 8729, 6110.3, 0
7, 3183, 954.9, 0
8, 8351, 2505.3, 0
4, 4958, 2974.8, 1
1, 1330, 399.0, 1
6, 9316, 3726.4, 0
4, 9099, 5459.4, 0
5, 4661, 932.2, 1
5, 6242, 1248.4, 0
7, 1761, 528.3, 0
0, 5444, 3810.8, 1
3, 9424, 4712.0, 0
2, 5200, 1040.0, 1
1, 5473, 1641.9, 1
